1.144	0.11393
1.193	0.09556
1.245	0.07749
1.299	0.06367
1.356	0.05002
1.416	0.03732
1.478	0.02617
1.543	0.01645
1.611	0.00945
1.682	0.00521
1.756	0.00321
1.834	0.00268
1.915	0.00294
2	0.00332
2.1206	0.0013
2.1948	0.00198
2.2717	0.00152
2.3512	0.00107
2.4335	8.5326E-4
2.5186	0.00101
2.6068	0.00161
2.698	0.00263
2.7925	0.00395
2.8902	0.0054
2.9914	0.00682
3.0961	0.00795
3.2044	0.0084
3.3166	0.00782
3.4326	0.00615
3.5528	0.00372
3.6771	0.00133
3.8058	0
3.939	0
4.0769	0
4.2196	0
4.3673	0
4.5201	0
4.6784	0
4.8421	0
5.0116	0
5.187	0
5.369	0
5.556	0
5.751	0
5.952	0
6.16	0
6.376	0
6.599	0
6.83	0
7.069	0
7.317	0
7.573	0
7.8379	0
8.1122	0
8.3961	0
8.69	0
8.9941	0
9.3089	0
9.6347	0
9.972	0
10.321	0
10.682	0
11.056	0
11.443	0
11.8436	0
12.2581	0
12.6871	0
13.1312	0
13.5908	0
14.0664	0
14.5588	0
15.0683	0
15.5957	0
16.1416	0
16.7065	0
17.2912	0
17.8964	0
18.5228	0
19.1711	0
19.8421	0
20.5366	0
21.2553	0
21.9993	0
22.7693	0
23.5662	0
24.391	0
25.2447	0
26.1282	0
27.0427	0
27.9892	0
28.9689	0
29.9828	0
31.0322	0
32.1183	0
33.2424	0
