1.963398000000000110e+01 5.120407104492187500e+01 8.110656738281250000e+00
1.962991224972151372e+01 5.052305221557617188e+01 7.821151733398437500e+00
1.962584449944302634e+01 4.978352737426757812e+01 7.578140258789062500e+00
1.962177674916453896e+01 4.900724029541015625e+01 7.395580291748046875e+00
1.961770899888604802e+01 4.821876907348632812e+01 7.279026031494140625e+00
1.961364124860756064e+01 4.744248962402343750e+01 7.225238800048828125e+00
1.960957349832907326e+01 4.669966125488281250e+01 7.222850799560546875e+00
1.960550574805058588e+01 4.600583648681640625e+01 7.253974914550781250e+00
1.960143799777209850e+01 4.536902999877929688e+01 7.296566009521484375e+00
1.959737024749361112e+01 4.478873825073242188e+01 7.327278137207031250e+00
1.959330249721512018e+01 4.425600051879882812e+01 7.324474334716796875e+00
1.958923474693663280e+01 4.375447082519531250e+01 7.271060943603515625e+00
1.958516699665814542e+01 4.326235961914062500e+01 7.156829833984375000e+00
1.958109924637965804e+01 4.275513076782226562e+01 6.979953765869140625e+00
1.957703149610117066e+01 4.220851135253906250e+01 6.747589111328125000e+00
1.957296374582268328e+01 4.160155868530273438e+01 6.475353240966796875e+00
1.956889599554419590e+01 4.091946411132812500e+01 6.185840606689453125e+00
1.956482824526570496e+01 4.015565109252929688e+01 5.906230926513671875e+00
1.956076049498721758e+01 3.931301879882812500e+01 5.665328979492187500e+00
1.955669274470873020e+01 3.840414810180664062e+01 5.490299224853515625e+00
1.955262499443024282e+01 3.745034027099609375e+01 5.403507232666015625e+00
1.954855724415175544e+01 3.647975158691406250e+01 5.419750213623046875e+00
1.954448949387326806e+01 3.552460479736328125e+01 5.544334411621093750e+00
1.954042174359477713e+01 3.461790084838867188e+01 5.772056579589843750e+00
1.953635399331628975e+01 3.378999710083007812e+01 6.087379455566406250e+00
1.953228624303780236e+01 3.306530761718750000e+01 6.465686798095703125e+00
1.952821849275931498e+01 3.245962524414062500e+01 6.875598907470703125e+00
1.952415074248082760e+01 3.197829055786132812e+01 7.282035827636718750e+00
1.952008299220234022e+01 3.161548233032226562e+01 7.649738311767578125e+00
1.951601524192385284e+01 3.135463333129882812e+01 7.946891784667968750e+00
1.951194749164536191e+01 3.117005538940429688e+01 8.148395538330078125e+00
1.950787974136687453e+01 3.102956008911132812e+01 8.238491058349609375e+00
1.950381199108838715e+01 3.089776611328125000e+01 8.212379455566406250e+00
1.949974424080989976e+01 3.073980331420898438e+01 8.076686859130859375e+00
1.949567649053141238e+01 3.052501296997070312e+01 7.848705291748046875e+00
1.949160874025292500e+01 3.023014068603515625e+01 7.554450988769531250e+00
1.948754098997443407e+01 2.984182739257812500e+01 7.225769042968750000e+00
1.948347323969594669e+01 2.935793304443359375e+01 6.896770477294921875e+00
1.947940548941745931e+01 2.878769302368164062e+01 6.600017547607421875e+00
1.947533773913897193e+01 2.815056228637695312e+01 6.362831115722656250e+00
1.947126998886048455e+01 2.747391891479492188e+01 6.204193115234375000e+00
1.946720223858199716e+01 2.678983306884765625e+01 6.132518768310546875e+00
1.946313448830350978e+01 2.613130187988281250e+01 6.144660949707031250e+00
1.945906673802501885e+01 2.552825546264648438e+01 6.226177215576171875e+00
1.945499898774653147e+01 2.500393676757812500e+01 6.352924346923828125e+00
1.945093123746804409e+01 2.457188034057617188e+01 6.493785858154296875e+00
1.944686348718955671e+01 2.423402404785156250e+01 6.614292144775390625e+00
1.944279573691106933e+01 2.398004913330078125e+01 6.680679321289062500e+00
1.943872798663258195e+01 2.378812026977539062e+01 6.664028167724609375e+00
1.943466023635409101e+01 2.362698364257812500e+01 6.543960571289062500e+00
1.943059248607560363e+01 2.345917510986328125e+01 6.311504364013671875e+00
1.942652473579711625e+01 2.324505615234375000e+01 5.970760345458984375e+00
1.942245698551862887e+01 2.294727706909179688e+01 5.539192199707031250e+00
1.941838923524014149e+01 2.253511047363281250e+01 5.046432495117187500e+00
1.941432148496165411e+01 2.198825836181640625e+01 4.531726837158203125e+00
1.941025373468316673e+01 2.129965209960937500e+01 4.040180206298828125e+00
1.940618598440467579e+01 2.047699356079101562e+01 3.618309020996093750e+00
1.940211823412618841e+01 1.954271697998046875e+01 3.309200286865234375e+00
1.939805048384770103e+01 1.853244781494140625e+01 3.147884368896484375e+00
1.939398273356921365e+01 1.749199295043945312e+01 3.157390594482421875e+00
1.938991498329072627e+01 1.647321319580078125e+01 3.345882415771484375e+00
1.938584723301223889e+01 1.552912139892578125e+01 3.705245971679687500e+00
1.938177948273374795e+01 1.470870590209960938e+01 4.211307525634765625e+00
1.937771173245526057e+01 1.405206680297851562e+01 4.825614929199218750e+00
1.937364398217677319e+01 1.358629989624023438e+01 5.498771667480468750e+00
1.936957623189828581e+01 1.332253646850585938e+01 6.174888610839843750e+00
1.936550848161979843e+01 1.325462341308593750e+01 6.796772003173828125e+00
1.936144073134131105e+01 1.335936737060546875e+01 7.311325073242187500e+00
1.935737298106282367e+01 1.359857940673828125e+01 7.674652099609375000e+00
1.935330523078433274e+01 1.392250061035156250e+01 7.856246948242187500e+00
1.934923748050584535e+01 1.427449798583984375e+01 7.841964721679687500e+00
1.934516973022735797e+01 1.459638595581054688e+01 7.635387420654296875e+00
1.934110197994887059e+01 1.483398437500000000e+01 7.257415771484375000e+00
1.933703422967038321e+01 1.494223022460937500e+01 6.744216918945312500e+00
1.933296647939189583e+01 1.488944244384765625e+01 6.143611907958984375e+00
1.932889872911340490e+01 1.466020584106445312e+01 5.510356903076171875e+00
1.932483097883491752e+01 1.425665283203125000e+01 4.900745391845703125e+00
1.932076322855643014e+01 1.369799804687500000e+01 4.367061614990234375e+00
1.931669547827794275e+01 1.301835250854492188e+01 3.952537536621093750e+00
1.931262772799945537e+01 1.226305007934570312e+01 3.687191009521484375e+00
1.930855997772096799e+01 1.148392486572265625e+01 3.585075378417968750e+00
1.930449222744248061e+01 1.073390579223632812e+01 3.643161773681640625e+00
1.930042447716398968e+01 1.006159973144531250e+01 3.841983795166015625e+00
1.929635672688550230e+01 9.506362915039062500e+00 4.147922515869140625e+00
1.929228897660701492e+01 9.094375610351562500e+00 4.516975402832031250e+00
1.928822122632852754e+01 8.836090087890625000e+00 4.899509429931640625e+00
1.928415347605004015e+01 8.725360870361328125e+00 5.245597839355468750e+00
1.928008572577155277e+01 8.740295410156250000e+00 5.510314941406250000e+00
1.927601797549306184e+01 8.845745086669921875e+00 5.658462524414062500e+00
1.927195022521457446e+01 8.997150421142578125e+00 5.668277740478515625e+00
